6.387666666666666970e+03,3.000333333333333485e+03
3.323666666666666515e+03,8.394666666666666060e+03
3.010666666666666515e+03,-1.620000000000000000e+02
-2.130000000000000000e+02,3.303666666666666515e+03
8.565333333333333940e+03,-1.840666666666666742e+03
-1.723333333333333428e+02,1.444333333333333258e+03
8.809666666666666060e+03,7.615333333333333030e+03
-4.987666666666666970e+03,7.994333333333333030e+03
5.338666666666666970e+03,-5.324666666666666970e+03
8.518666666666666060e+03,9.245000000000000000e+03
2.840000000000000000e+02,6.556000000000000000e+03
-3.540666666666666515e+03,2.712666666666666515e+03
-3.362666666666666515e+03,7.704000000000000000e+03
-3.273000000000000000e+03,-1.350000000000000000e+02
6.432333333333333030e+03,5.430000000000000000e+03
6.610666666666666970e+03,9.949333333333333940e+03
2.141666666666666515e+03,8.286666666666666288e+02
1.304000000000000000e+03,-2.506666666666666572e+02
3.192333333333333485e+03,-2.282666666666666515e+03
-2.813333333333333485e+03,7.343666666666666970e+03
-1.547666666666666742e+03,-1.682666666666666742e+03
8.183666666666666970e+03,2.718000000000000000e+03
-4.433333333333333144e+02,1.365333333333333258e+03
2.067666666666666515e+03,1.000000000000000000e+00
5.968666666666666970e+03,2.040000000000000000e+03
3.544666666666666515e+03,5.930000000000000000e+03
6.618000000000000000e+03,2.575666666666666515e+03
5.190000000000000000e+02,7.046666666666666288e+02
1.547666666666666742e+03,8.951333333333333940e+03
-2.598666666666666515e+03,1.322333333333333258e+03
8.162666666666666970e+03,5.538000000000000000e+03
9.361666666666666060e+03,4.504000000000000000e+03
7.195000000000000000e+03,-1.232333333333333258e+03
2.226666666666666572e+02,9.351666666666666060e+03
5.453000000000000000e+03,-4.807000000000000000e+03
-4.746666666666666856e+02,7.468333333333333030e+03
7.295333333333333030e+03,6.503000000000000000e+03
-4.210666666666666970e+03,5.523333333333333712e+02
-8.500000000000000000e+02,1.421666666666666742e+03
4.666666666666666963e+00,1.255000000000000000e+03
7.767666666666666970e+03,4.316000000000000000e+03
5.190000000000000000e+02,9.226000000000000000e+03
1.170000000000000000e+02,2.960666666666666515e+03
7.934666666666666970e+03,1.160000000000000000e+03
3.174666666666666515e+03,-2.160666666666666515e+03
-3.575333333333333485e+03,3.788000000000000000e+03
9.658666666666666060e+03,7.338000000000000000e+03
9.609333333333333940e+03,9.669666666666666060e+03
-1.314666666666666742e+03,3.468666666666666515e+03
6.333333333333333030e+03,7.336666666666666288e+02
8.290000000000000000e+02,-4.158333333333333030e+03
2.737666666666666515e+03,4.761333333333333030e+03
-1.380000000000000000e+02,-4.408666666666666970e+03
-2.404333333333333485e+03,-2.703666666666666515e+03
2.526333333333333485e+03,-2.792666666666666515e+03
-3.231333333333333485e+03,1.557666666666666742e+03
7.626000000000000000e+03,6.526000000000000000e+03
4.833333333333333144e+02,5.173333333333333030e+03
-2.397333333333333485e+03,-5.293000000000000000e+03
3.936666666666666856e+02,8.970666666666666060e+03
-2.073000000000000000e+03,5.293666666666666970e+03
-2.673000000000000000e+03,6.529000000000000000e+03
4.185333333333333030e+03,-4.567666666666666970e+03
3.342666666666666515e+03,8.924666666666666060e+03
-7.566666666666666288e+02,9.575000000000000000e+03
-2.963333333333333485e+03,-2.031333333333333258e+03
6.416000000000000000e+03,7.759000000000000000e+03
1.525666666666666742e+03,7.839000000000000000e+03
-6.433333333333333712e+02,1.935333333333333258e+03
1.497333333333333258e+03,-1.748666666666666742e+03
8.188666666666666970e+03,-3.676000000000000000e+03
7.747333333333333030e+03,2.337000000000000000e+03
-7.800000000000000000e+01,-9.066666666666667140e+01
3.788000000000000000e+03,5.215666666666666970e+03
8.647333333333333940e+03,7.380000000000000000e+03
3.152000000000000000e+03,2.493666666666666515e+03
9.462333333333333940e+03,3.092333333333333485e+03
1.777000000000000000e+03,7.882333333333333030e+03
9.410333333333333940e+03,7.441333333333333030e+03
5.081666666666666970e+03,6.105666666666666970e+03
-3.927666666666666515e+03,-2.632333333333333485e+03
2.639333333333333485e+03,4.101666666666666970e+03
2.463000000000000000e+03,8.891000000000000000e+03
5.838666666666666970e+03,-3.714000000000000000e+03
4.263333333333333030e+03,6.752666666666666970e+03
-2.151333333333333485e+03,-2.527666666666666515e+03
4.584000000000000000e+03,-4.312666666666666970e+03
-1.105000000000000000e+03,-1.226666666666666714e+02
6.449666666666666970e+03,3.925333333333333485e+03
4.338666666666666970e+03,-8.333333333333333712e+02
-9.263333333333333712e+02,2.912666666666666515e+03
8.359666666666666060e+03,7.119333333333333030e+03
2.299000000000000000e+03,-1.881333333333333258e+03
7.735333333333333030e+03,-3.597000000000000000e+03
-3.573666666666666515e+03,3.844666666666666515e+03
7.591666666666666970e+03,9.933333333333333940e+03
8.467666666666666060e+03,5.096000000000000000e+03
6.396000000000000000e+03,3.731666666666666515e+03
8.729666666666666060e+03,8.155333333333333030e+03
4.896333333333333030e+03,6.272333333333333030e+03
5.008000000000000000e+03,3.685333333333333485e+03
-3.901000000000000000e+03,-1.671666666666666742e+03
-4.161333333333333030e+03,4.630333333333333030e+03
-2.303666666666666515e+03,-4.580666666666666970e+03
1.155666666666666742e+03,-2.774666666666666515e+03
-9.293333333333333712e+02,5.094333333333333030e+03
4.428666666666666970e+03,-2.932333333333333485e+03
-2.212666666666666515e+03,9.316666666666666060e+03
-2.282666666666666515e+03,3.229000000000000000e+03
5.052333333333333030e+03,-4.012000000000000000e+03
-1.285333333333333258e+03,6.680333333333333030e+03
7.023000000000000000e+03,-1.937000000000000000e+03
-4.457000000000000000e+03,-5.413333333333333712e+02
5.210000000000000000e+03,9.354666666666666060e+03
5.575666666666666970e+03,-4.525000000000000000e+03
-5.866666666666666288e+02,-4.425333333333333030e+03
9.936666666666666288e+02,8.089333333333333030e+03
3.132333333333333485e+03,8.550000000000000000e+02
-4.391000000000000000e+03,6.198333333333333030e+03
-1.065666666666666742e+03,8.794333333333333940e+03
9.242666666666666060e+03,-5.386666666666666970e+03
7.712666666666666970e+03,9.729000000000000000e+03
3.101666666666666515e+03,9.339666666666666060e+03
7.603333333333333030e+03,1.143666666666666742e+03
6.743333333333333712e+02,5.401333333333333030e+03
7.725333333333333030e+03,6.726666666666666288e+02
-2.493333333333333485e+03,9.514666666666666060e+03
8.077000000000000000e+03,4.569333333333333030e+03
3.086333333333333485e+03,-2.426333333333333485e+03
7.856333333333333030e+03,7.929333333333333030e+03
6.173666666666666970e+03,5.494333333333333030e+03
-2.958000000000000000e+03,-4.753666666666666970e+03
2.655333333333333485e+03,-2.513333333333333428e+02
